TOPICS,PULSARID,PUBLISHEDAT,WEEK_TAG
United States,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
South Korea,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vietnam,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Center for Strategic and International Studies,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Spratly Islands,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Dredging,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Nirmatrelvir/ritonavir,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Economy,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Pfizer,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
ASEAN,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
News,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Korea,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Japan,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Trade,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Food and drink,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cuisine,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foods,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sibu,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sago,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Melanau people,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Food ingredients,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cooking,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sarawak,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Mukah,0_87317_16_1d2b44d503eceb2ea13573ae722e4e8c,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal and oceanic landforms,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal geography,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrography,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
South China Sea,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Dredging,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Spratly Islands,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrology,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Land reclamation,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vietnam,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceans,0_87317_16_6d07b8cf44b3b2e0bd29caf4b438572a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal geography,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal and oceanic landforms,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrography,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
South China Sea,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Dredging,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Spratly Islands,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrology,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Land reclamation,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vietnam,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceans,0_87317_16_f07b2ee73baa3974c8b191e2d5e6d6e6,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Boeing B-52 Stratofortress,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Rockwell B-1 Lancer,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
McDonnell Douglas F-15E Strike Eagle,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military technology,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aviation,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military aviation,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military science,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Weapons,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aircraft,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Close air support,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military of the United States,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Nuclear warfare,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Payload,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aerial warfare,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vehicles,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Technology,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Transport,0_87317_126_t1_j0asetp,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sanya,0_87317_26_478110744471176,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tianya Haijiao,0_87317_26_478110744471176,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hainan,0_87317_26_478110744471176,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Exclusive economic zone,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tropical cyclones,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrography,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tropical cyclone seasons,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Storms,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural disasters,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural environment,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceans,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Disasters,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal and oceanic landforms,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural hazards,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tropical cyclones in,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vortices,0_87317_126_t1_j0amkvy,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_126_t1_j0akwq0,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Video hosting,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Mass media,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Communication,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Media sharing,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
World Wide Web,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social media,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
User-generated content,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Websites,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cyberspace,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Web 2.0,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Internet,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social media companies of the United States,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
YouTube,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Online services,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
ABS-CBN News Channel,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
American entertainment websites,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Entertainment,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Multimedia,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Internet properties,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Online content distribution,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Computer-mediated communication,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Public sphere,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Web hosting,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Computer networks,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Online mass media companies of the United States,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
American websites,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social information processing,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Digital media,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Collective intelligence,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
E-commerce,0_87317_9_yt.hDhmBTF8XAo,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Federal government of the United States,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign policy,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Diplomacy,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign relations of the United States,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign relations,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of Asia,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
East Asian foreign policy of the Barack Obama administration,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
United States–Asian relations,0_87317_126_t1_j0aiccw,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural environment,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fisheries science,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fishing,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fish and humans,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Environmental science,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fish,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Primary sector of the economy,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_126_t1_j0ai73n,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Taiwan Strait,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government of Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cross-Strait relations,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign relations of Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Taiwan under Republic of China rule,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Straits of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Straits of Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water of Fujian,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of the Republic of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Law of Taiwan,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Territorial disputes of the Republic of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Republic of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Borders of the Republic of China,0_87317_9_69875177963171876,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Economy,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Finance,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Financial inclusion,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sri Mulyani,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Central bank,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Indonesia,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bank,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Indonesian rupiah,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Malaysia,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Law,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Jakarta,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Parliament of Singapore,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sarawak,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Monetization,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cryptocurrency,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Economic growth,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Scorpène-class submarine,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Technocracy,0_87317_16_c9bbf174cadaed877f29b386756d70fd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Weapons,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Weapons of mass destruction,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Man-made disasters,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military technology,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0ad3wn,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
